level_0,index,Area_Type,State Name,District Name,Water_Body_Type,Water_body_in_use,Reason_for_Water_Body_Use,Water_Body_Nature,construcion_year,construction_cost,Renovation_Year,renovation_cost,Repair_Renovation_Status,Original_Storage_Capacity,Present_Storage_Capacity,filled_up_storage_name,filled_up_storage_space_name,no_people_benefited_by_water_body,reason_water_body_in_use_name2,storage_capacity_change,population_density_benefited
151,151,Urban,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,7410,3705,Full,Filled up every year,11.0,,-3705,1.1251010766788274
152,152,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2017.0,40000.0,,,0,540,540,Nil/Negligible filled up,Rarely filled up,4.0,,0,1.1251010766788274
153,153,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2015.0,132000.0,,,0,406,336,Nil/Negligible filled up,Rarely filled up,3.0,,-70,1.1251010766788274
154,154,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2017.0,109000.0,,,0,675,675,Upto 1/4,Rarely filled up,4.0,,0,1.1251010766788274
155,155,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2018.0,80000.0,,,0,1351,520,Upto 1/2,Rarely filled up,4.0,,-831,1.1251010766788274
156,156,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2020.0,90000.0,,,0,1370,1120,Upto 3/4,Rarely filled up,2.0,,-250,1.1251010766788274
157,157,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2018.0,80000.0,,,0,2496,2210,Upto 1/2,Rarely filled up,1.0,,-286,1.1251010766788274
158,158,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2020.0,90000.0,,,0,820,460,Full,Rarely filled up,4.0,,-360,1.1251010766788274
159,159,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2015.0,90000.0,,,0,3000,2630,Upto 1/2,Rarely filled up,4.0,,-370,1.1251010766788274
160,160,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,80000.0,,,0,1790,1600,Upto 1/2,Rarely filled up,3.0,,-190,1.1251010766788274
161,161,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,13500,9000,Full,Filled up every year,16.0,,-4500,1.1251010766788274
162,162,Urban,UTTARAKHAND,UTTARKASHI,Tank,1,Pisciculture,Man-made,2016.0,5500000.0,,,0,75,75,Full,Filled up every year,150.0,,0,1.1251010766788274
163,163,Rural,UTTARAKHAND,UTTARKASHI,Tank,0,other,Man-made,2002.0,50000.0,,,0,50,50,Nil/Negligible filled up,Rarely filled up,2.0,,0,1.1251010766788274
164,164,Rural,UTTARAKHAND,UTTARKASHI,Tank,0,other,Man-made,2005.0,80000.0,,,0,50,50,Nil/Negligible filled up,Rarely filled up,3.0,,0,1.1251010766788274
165,165,Rural,UTTARAKHAND,UTTARKASHI,Tank,1,Irrigation,Man-made,2005.0,80000.0,,,0,50,50,Full,Filled up every year,10.0,,0,1.1251010766788274
166,166,Rural,UTTARAKHAND,UTTARKASHI,Tank,1,Irrigation,Man-made,2002.0,50000.0,,,0,100,100,Full,Filled up every year,10.0,,0,1.1251010766788274
167,167,Rural,UTTARAKHAND,UTTARKASHI,Tank,1,Irrigation,Man-made,2006.0,70000.0,,,0,50,50,Full,Filled up every year,10.0,,0,1.1251010766788274
168,168,Rural,UTTARAKHAND,UTTARKASHI,Tank,0,other,Man-made,2005.0,80000.0,,,0,50,50,Nil/Negligible filled up,Rarely filled up,2.0,,0,1.1251010766788274
169,169,Rural,UTTARAKHAND,UTTARKASHI,Tank,1,Irrigation,Man-made,1999.0,30000.0,,,0,50,50,Upto 3/4,Rarely filled up,5.0,,0,1.1251010766788274
170,170,Rural,UTTARAKHAND,UTTARKASHI,Tank,1,Irrigation,Man-made,2005.0,80000.0,,,0,50,50,Full,Usually filled up,10.0,,0,1.1251010766788274
171,171,Rural,UTTARAKHAND,UTTARKASHI,Tank,1,Pisciculture,Man-made,2001.0,100000.0,,,0,180,180,Full,Filled up every year,1.0,,0,1.1251010766788274
172,172,Rural,UTTARAKHAND,UTTARKASHI,Tank,1,Irrigation,Man-made,1990.0,1500000.0,,,0,100,100,Full,Filled up every year,100.0,,0,1.1251010766788274
173,173,Rural,UTTARAKHAND,UTTARKASHI,Tank,1,Pisciculture,Man-made,2015.0,1000000.0,,,0,70,70,Nil/Negligible filled up,Usually filled up,1.0,,0,1.1251010766788274
174,174,Rural,UTTARAKHAND,UTTARKASHI,Tank,0,other,Man-made,2014.0,200000.0,,,0,30,30,Nil/Negligible filled up,Rarely filled up,1.0,,0,1.1251010766788274
175,175,Rural,UTTARAKHAND,ALMORA,Lakes,1,Ground water recharge,Natural,,,2017.0,50000.0,0,50,40,Upto 3/4,Usually filled up,15.0,Irrigation,-10,0.0008
176,176,Rural,UTTARAKHAND,ALMORA,Tank,1,Pisciculture,Man-made,2015.0,450000.0,,,0,52,52,Full,Filled up every year,9.0,,0,1.1251010766788274
177,177,Rural,UTTARAKHAND,ALMORA,Tank,1,Pisciculture,Man-made,2017.0,400000.0,2017.0,50000.0,0,52,50,Upto 3/4,Usually filled up,10.0,,-2,0.001
178,178,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2017.0,70000.0,,,0,1820,1530,Upto 1/4,Rarely filled up,2.0,,-290,1.1251010766788274
179,179,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,90000.0,,,0,1600,720,Nil/Negligible filled up,Rarely filled up,2.0,,-880,1.1251010766788274
180,180,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,80000.0,,,0,1300,1120,Nil/Negligible filled up,Rarely filled up,4.0,,-180,1.1251010766788274
181,181,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,90000.0,,,0,1940,820,Upto 1/4,Rarely filled up,4.0,,-1120,1.1251010766788274
182,182,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,90000.0,,,0,1810,920,Upto 1/4,Rarely filled up,3.0,,-890,1.1251010766788274
183,183,Urban,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,3150,3040,Full,Filled up every year,20.0,,-110,1.1251010766788274
184,184,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,1764,588,Nil/Negligible filled up,Rarely filled up,4.0,,-1176,1.1251010766788274
185,185,Urban,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,42900,40200,Full,Filled up every year,20.0,,-2700,1.1251010766788274
186,186,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,12607,5043,Full,Usually filled up,1.0,,-7564,1.1251010766788274
187,187,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,2785,1114,Upto 1/2,Usually filled up,2.0,,-1671,1.1251010766788274
188,188,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,3369,1123,Upto 1/2,Rarely filled up,2.0,,-2246,1.1251010766788274
189,189,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,90000.0,,,0,3720,3200,Upto 1/4,Rarely filled up,2.0,,-520,1.1251010766788274
190,190,Urban,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,46750,37400,Full,Filled up every year,200.0,,-9350,1.1251010766788274
191,191,Urban,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,45000,36000,Full,Filled up every year,500.0,,-9000,1.1251010766788274
192,192,Rural,UTTARAKHAND,ALMORA,Tank,1,Irrigation,Man-made,2016.0,200000.0,,,0,50,40,Upto 3/4,Usually filled up,3.0,Domestic/Drinking,-10,1.1251010766788274
193,193,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,90000.0,,,0,2300,1350,Nil/Negligible filled up,Rarely filled up,4.0,,-950,1.1251010766788274
194,194,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,90000.0,,,0,1776,1620,Upto 1/4,Rarely filled up,1.0,,-156,1.1251010766788274
195,195,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,90000.0,,,0,2288,2030,Upto 1/4,Rarely filled up,2.0,,-258,1.1251010766788274
196,196,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,90000.0,,,0,1125,1050,Upto 1/4,Rarely filled up,4.0,,-75,1.1251010766788274
197,197,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2018.0,80000.0,,,0,1528,550,Upto 1/4,Rarely filled up,3.0,,-978,1.1251010766788274
198,198,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,80000.0,,,0,1974,1820,Nil/Negligible filled up,Rarely filled up,3.0,,-154,1.1251010766788274
199,199,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,90000.0,,,0,1807,808,Nil/Negligible filled up,Rarely filled up,4.0,,-999,1.1251010766788274
200,200,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2017.0,80000.0,,,0,1260,1120,Full,Usually filled up,4.0,,-140,1.1251010766788274
201,201,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,90000.0,,,0,1466,1200,Nil/Negligible filled up,Rarely filled up,1.0,,-266,1.1251010766788274
202,202,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,90000.0,,,0,877,750,Upto 1/2,Rarely filled up,2.0,,-127,1.1251010766788274
203,203,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2017.0,80000.0,,,0,1825,830,Nil/Negligible filled up,Rarely filled up,2.0,,-995,1.1251010766788274
204,204,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,90000.0,,,0,1900,800,Nil/Negligible filled up,Rarely filled up,3.0,,-1100,1.1251010766788274
205,205,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,27000,9000,Upto 3/4,Filled up every year,12.0,,-18000,1.1251010766788274
206,206,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,103500,90562,Full,Filled up every year,25.0,Pisciculture,-12938,1.1251010766788274
207,207,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,750,650,Nil/Negligible filled up,Never filled up,12.0,,-100,1.1251010766788274
208,208,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,675,200,Nil/Negligible filled up,Never filled up,2.0,,-475,1.1251010766788274
209,209,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,2100,1400,Full,Filled up every year,5.0,,-700,1.1251010766788274
210,210,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2017.0,90000.0,,,0,1651,651,Upto 1/4,Rarely filled up,4.0,,-1000,1.1251010766788274
211,211,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Pisciculture,Man-made,2015.0,95000.0,,,0,1120,1120,Upto 1/2,Usually filled up,15.0,,0,1.1251010766788274
212,212,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2015.0,85000.0,,,0,900,675,Upto 1/2,Usually filled up,4.0,,-225,1.1251010766788274
213,213,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2014.0,43000.0,,,0,199,199,Nil/Negligible filled up,Rarely filled up,4.0,,0,1.1251010766788274
214,214,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2016.0,59000.0,,,0,301,301,Nil/Negligible filled up,Rarely filled up,3.0,,0,1.1251010766788274
215,215,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2017.0,47000.0,,,0,433,433,Nil/Negligible filled up,Rarely filled up,4.0,,0,1.1251010766788274
216,216,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2015.0,85000.0,,,0,1661,1661,Nil/Negligible filled up,Rarely filled up,1.0,,0,1.1251010766788274
217,217,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,80,40,Nil/Negligible filled up,Rarely filled up,3.0,,-40,1.1251010766788274
218,218,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,38,25,Nil/Negligible filled up,Rarely filled up,1.0,,-13,1.1251010766788274
219,219,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,2352,1176,Upto 1/2,Usually filled up,3.0,,-1176,1.1251010766788274
220,220,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,60,40,Upto 1/2,Usually filled up,1.0,,-20,1.1251010766788274
221,221,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,2912,1165,Upto 1/2,Usually filled up,2.0,,-1747,1.1251010766788274
222,222,Urban,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,2008.0,80000.0,0,103360,103300,Nil/Negligible filled up,Rarely filled up,1.0,,-60,1.29125
223,223,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,29400,25200,Full,Filled up every year,10.0,,-4200,1.1251010766788274
224,224,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,8000,5000,Full,Filled up every year,10.0,,-3000,1.1251010766788274
225,225,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,31500,26250,Full,Filled up every year,10.0,,-5250,1.1251010766788274
226,226,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,21000,14000,Full,Filled up every year,10.0,,-7000,1.1251010766788274
227,227,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,266916,201957,Upto 3/4,Usually filled up,25.0,,-64959,1.1251010766788274
228,228,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,22008,19537,Upto 3/4,Usually filled up,10.0,,-2471,1.1251010766788274
229,229,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,2150,1745,Full,Filled up every year,10.0,,-405,1.1251010766788274
230,230,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,8460,5650,Full,Filled up every year,10.0,,-2810,1.1251010766788274
231,231,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,5400,3240,Full,Filled up every year,10.0,,-2160,1.1251010766788274
232,232,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,12180,8120,Full,Filled up every year,20.0,,-4060,1.1251010766788274
233,233,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,28080,18720,Full,Filled up every year,10.0,,-9360,1.1251010766788274
234,234,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2002.0,50000.0,2013.0,10000.0,0,360,270,Upto 3/4,Usually filled up,5.0,Ground water recharge,-90,0.027
235,235,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2005.0,50000.0,2013.0,10000.0,0,900,450,Upto 1/2,Usually filled up,5.0,Ground water recharge,-450,0.045
236,236,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2005.0,50000.0,2013.0,10000.0,0,972,500,Upto 3/4,Usually filled up,5.0,Ground water recharge,-472,0.05
237,237,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,1995.0,30000.0,2010.0,8000.0,0,19800,10000,Upto 1/2,Usually filled up,30.0,Ground water recharge,-9800,1.25
238,238,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2002.0,42000.0,2012.0,8000.0,0,3600,1800,Upto 1/2,Usually filled up,8.0,Ground water recharge,-1800,0.225
239,239,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2002.0,40000.0,2012.0,8000.0,0,2250,1100,Upto 1/2,Usually filled up,6.0,Ground water recharge,-1150,0.1375
240,240,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2002.0,75000.0,2013.0,15000.0,0,4368,2100,Upto 3/4,Usually filled up,11.0,Religious,-2268,0.14
241,241,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2002.0,40000.0,2012.0,8000.0,0,2400,1200,Upto 3/4,Usually filled up,8.0,Ground water recharge,-1200,0.15
242,242,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2000.0,50000.0,2012.0,10000.0,0,6510,3000,Upto 3/4,Usually filled up,25.0,Ground water recharge,-3510,0.3
243,243,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2000.0,40000.0,2012.0,10000.0,0,3150,1500,Upto 1/4,Rarely filled up,15.0,Religious,-1650,0.15
244,244,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2000.0,65000.0,2012.0,6000.0,0,7400,3700,Upto 1/2,Usually filled up,7.0,Ground water recharge,-3700,0.616666667
245,245,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2000.0,75000.0,2012.0,8000.0,0,11250,6000,Upto 1/2,Usually filled up,10.0,Ground water recharge,-5250,0.75
246,246,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Ground water recharge,Natural,,,,,0,30000,18000,Upto 1/2,Filled up every year,55.0,,-12000,1.1251010766788274
247,247,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Ground water recharge,Natural,,,,,0,3200,1620,Upto 1/2,Filled up every year,35.0,,-1580,1.1251010766788274
248,248,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2002.0,200000.0,2012.0,50000.0,0,218400,109200,Upto 1/2,Usually filled up,10.0,Ground water recharge,-109200,2.184
249,249,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2000.0,40000.0,2013.0,5000.0,0,2112,1408,Upto 3/4,Usually filled up,5.0,Ground water recharge,-704,0.2816
250,250,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2001.0,80000.0,2012.0,10000.0,0,11400,5700,Upto 1/2,Usually filled up,8.0,Ground water recharge,-5700,0.57
251,251,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2001.0,50000.0,2012.0,5000.0,0,12800,6000,Upto 1/2,Usually filled up,7.0,Ground water recharge,-6800,1.2
252,252,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2000.0,40000.0,2012.0,5000.0,0,5355,2600,Upto 1/2,Usually filled up,15.0,Ground water recharge,-2755,0.52
253,253,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2002.0,45000.0,2012.0,5000.0,0,6336,3100,Upto 1/2,Usually filled up,15.0,Ground water recharge,-3236,0.62
254,254,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2002.0,50000.0,2012.0,5000.0,0,6480,3000,Upto 1/2,Usually filled up,7.0,Ground water recharge,-3480,0.6
255,255,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2002.0,40000.0,2012.0,4000.0,0,4320,2000,Upto 1/2,Usually filled up,7.0,Ground water recharge,-2320,0.5
256,256,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2002.0,40000.0,2012.0,5000.0,0,2880,1440,Upto 1/2,Usually filled up,7.0,Ground water recharge,-1440,0.288
257,257,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2002.0,40000.0,2012.0,5000.0,0,2220,1100,Upto 1/2,Usually filled up,7.0,Ground water recharge,-1120,0.22
258,258,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2000.0,60000.0,2012.0,8000.0,0,15960,7000,Upto 1/2,Usually filled up,7.0,Ground water recharge,-8960,0.875
259,259,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2002.0,30000.0,2012.0,3000.0,0,13200,6000,Upto 1/2,Usually filled up,7.0,Ground water recharge,-7200,2.0
260,260,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2002.0,70000.0,2012.0,5000.0,0,6264,2500,Upto 1/2,Usually filled up,7.0,Ground water recharge,-3764,0.5
261,261,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2005.0,40000.0,2013.0,5000.0,0,3192,1500,Upto 1/2,Usually filled up,7.0,Ground water recharge,-1692,0.3
262,262,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2008.0,30000.0,2013.0,3000.0,0,1500,300,Upto 1/4,Rarely filled up,7.0,Ground water recharge,-1200,0.1
263,263,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2005.0,40000.0,2015.0,5000.0,0,2856,2200,Upto 3/4,Usually filled up,12.0,Ground water recharge,-656,0.44
264,264,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2000.0,60000.0,2010.0,5000.0,0,5280,2640,Upto 1/2,Rarely filled up,12.0,Pisciculture,-2640,0.528
265,265,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,5330,450,Full,Filled up every year,10.0,,-4880,1.1251010766788274
266,266,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,11814,2500,Upto 1/2,Rarely filled up,8.0,,-9314,1.1251010766788274
267,267,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Ground water recharge,Natural,,,,,0,10700,5380,Upto 1/2,Filled up every year,20.0,Other,-5320,1.1251010766788274
268,268,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Ground water recharge,Natural,,,,,0,3000,2500,Upto 1/2,Filled up every year,25.0,,-500,1.1251010766788274
269,269,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Ground water recharge,Natural,,,,,0,4400,3000,Upto 1/4,Usually filled up,25.0,,-1400,1.1251010766788274
270,270,Rural,UTTARAKHAND,TEHRI,Reservoirs,1,Industrial,Man-made,2006.0,8390000000.0,,,0,1352000,1352000,Full,Filled up every year,97586.0,Domestic/Drinking,0,1.1251010766788274
271,271,Rural,UTTARAKHAND,PITHORGARH,Ponds,1,Pisciculture,Man-made,2007.0,10000.0,,,0,32,30,Full,Usually filled up,4.0,Domestic/Drinking,-2,1.1251010766788274
272,272,Rural,UTTARAKHAND,PITHORGARH,Tank,1,Pisciculture,Man-made,2016.0,200000.0,,,0,16,14,Full,Filled up every year,4.0,Other,-2,1.1251010766788274
273,273,Rural,UTTARAKHAND,PITHORGARH,Ponds,0,other,Man-made,2013.0,150000.0,,,0,30,10,Nil/Negligible filled up,Never filled up,1.0,,-20,1.1251010766788274
274,274,Rural,UTTARAKHAND,PITHORGARH,Ponds,1,Pisciculture,Man-made,2013.0,200000.0,,,0,60,40,Full,Usually filled up,5.0,Recreation,-20,1.1251010766788274
275,275,Rural,UTTARAKHAND,PITHORGARH,Reservoirs,1,Industrial,Man-made,2003.0,2400000000.0,,,0,30000002,2500000,Full,Filled up every year,1500.0,Domestic/Drinking,-27500002,1.1251010766788274
276,276,Urban,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Man-made,2019.0,250000.0,,,0,12,10,Full,Filled up every year,10.0,Ground water recharge,-2,1.1251010766788274
277,277,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,2400,1100,Upto 3/4,Usually filled up,2.0,,-1300,1.1251010766788274
278,278,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,2730,910,Upto 3/4,Usually filled up,10.0,,-1820,1.1251010766788274
279,279,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,3375,1687,Upto 3/4,Usually filled up,5.0,,-1688,1.1251010766788274
280,280,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,9000,100,Upto 1/2,Rarely filled up,5.0,,-8900,1.1251010766788274
281,281,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,420,50,Nil/Negligible filled up,Never filled up,8.0,,-370,1.1251010766788274
282,282,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,3192,400,Upto 1/4,Rarely filled up,6.0,,-2792,1.1251010766788274
283,283,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,16016,13000,Upto 3/4,Usually filled up,25.0,,-3016,1.1251010766788274
284,284,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Pisciculture,Natural,,,,,0,6018,5500,Full,Filled up every year,20.0,Ground water recharge,-518,1.1251010766788274
285,285,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,4606,180,Upto 1/4,Rarely filled up,10.0,,-4426,1.1251010766788274
286,286,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,2232,1000,Full,Filled up every year,10.0,,-1232,1.1251010766788274
287,287,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,17028,8000,Full,Filled up every year,15.0,,-9028,1.1251010766788274
288,288,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,444,50,Nil/Negligible filled up,Never filled up,5.0,,-394,1.1251010766788274
289,289,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,968,100,Upto 1/4,Usually filled up,2.0,,-868,1.1251010766788274
290,290,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,3478,200,Upto 3/4,Usually filled up,5.0,,-3278,1.1251010766788274
291,291,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,968,100,Upto 3/4,Usually filled up,10.0,,-868,1.1251010766788274
